raw_text_examples,normalized_suggestion,occurrences,example_recipe_ids,notes
"گشنیز تازه خردشده به مقدار دلخواه","گشنیز تازه خردشده به مقدار","1","792",""
"گوجه‌فرنگی؛ نیم‌کیلوگرم","گوجه‌فرنگی؛ نیم‌کیلو","1","340",""
"روغن زیتون؛ ۲ قاشق سوپ‌خوری","روغن زیتون؛ قاشق سوپ‌خوری","1","340",""
"پیاز؛ یک عدد متوسط، نگینی خرد شده","پیاز؛ یک متوسط نگینی خرد شده","1","340",""
"سیر؛ ۲ حبه، له شده","سیر؛ له شده","1","340",""
"برنج؛ ۲ و نیم پیمانه","برنج؛ و نیم","1","340",""
"آب جوشیده؛ ۳ پیمانه","آب جوشیده؛","1","340",""
"قرص عصاره سبزیجات؛ یک و نیم پیمانه","قرص عصاره سبزیجات؛ یک و نیم","1","340",""
"نمک؛ به مقدار لازم","نمک؛","1","340",""
"فلفل قرمز خشک شده؛ ۳ عدد","فلفل قرمز خشک شده؛","1","340",""
"نخودفرنگی؛ ۱۵۰ گرم","نخودفرنگی؛","1","340",""
"پودر فلفل سیاه؛ کمی","پودر فلفل سیاه؛","1","340",""
"ماست یونانی","ماست یونانی","1","328",""
"مرغ یا گوشت بره پخته (اختیاری)","مرغ یا گوشت بره پخته (اختیاری)","1","328",""
"غوره ۳۰۰ گرم","غوره","1","1052",""
"نمک، روغن و زردچوبه به میزان لازم","نمک روغن و زردچوبه","1","1052",""
"گوجه‌فرنگی گیلاسی چند عدد (اختیاری)","گوجه‌فرنگی گیلاسی چند (اختیاری)","1","1052",""
"۲۲۵ گرم نودل چاو ماین","نودل چاو ماین","1","1492",""
"۱ پیمانه فلفل دلمه‌ای قرمز و سبز، ورقه‌ای","فلفل دلمه‌ای قرمز و سبز ورقه‌ای","1","1492",""
"۱ پیمانه مرغ پخته یا میگو (اختیاری)","مرغ پخته یا میگو (اختیاری)","1","1492",""
"۳ عدد بادمجان متوسط، پوست‌گرفته و حلقه‌ای (برای کاهش تلخی در آب‌نمک خیسانده شود)","بادمجان متوسط پوست‌گرفته و حلقه‌ای (برای کاهش تلخی در آب‌نمک خیسانده شود)","1","776",""
"سبزی تازه برای تزیین (جعفری یا گشنیز)","سبزی تازه  (جعفری یا گشنیز)","1","776",""
"۴۰۰ گرم قارچ تازه، ورقه‌ای خرد شده","قارچ تازه ورقه‌ای خرد شده","1","1360",""
"۶۰۰ گرم سینه مرغ، در اندازه لقمه‌ای","سینه مرغ در اندازه لقمه‌ای","1","1360",""
"۲۰۰ میلی‌لیتر شیر سرد (حدود دو سوم لیوان)","میلی‌لیتر شیر سرد (حدود دو سوم )","1","1360",""
"۱ کیلوگرم برنج (آبکش شده)","کیلو برنج (آبکش شده)","1","329",""
"۱ عدد سینه مرغ پخته شده","سینه مرغ پخته شده","1","329",""
"۱ کیلوگرم بادمجان، ورقه شده و سرخ شده","کیلو بادمجان ورقه شده و سرخ شده","1","329",""
"نیم فنجان زعفران دم کرده","نیم فنجان زعفران دم کرده","1","329",""
"۲ فنجان زرشک تفت داده شده","فنجان زرشک تفت داده شده","1","329",""
"۱ فنجان روغن مایع","فنجان روغن مایع","1","329",""
"۴ عدد گوجه‌فرنگی متوسط، خردشده درشت","گوجه‌فرنگی متوسط خردشده درشت","1","774",""
"۲ قاشق غذاخوری شوید و نعناع خردشده","شوید و نعناع خردشده","1","774",""
"۱/۲ قاشق غذاخوری پودر سیر (اختیاری)","/ پودر سیر (اختیاری)","1","774",""
"۴ قاشق چای‌خوری روغن زیتون (تقسیم‌شده)","قاشق چای‌خوری روغن زیتون (تقسیم‌شده)","1","796",""
"۱ پیمانه لوبیای سبز خرد شده","لوبیای سبز خرد شده","1","335",""
"۳/۴ پیمانه ذرت پخته یا بخارپز","/ ذرت پخته یا بخارپز","1","335",""
"۱ عدد سیب زمینی متوسط، خرد شده","سیب زمینی متوسط خرد شده","1","335",""
"۱ عدد گوجه متوسط، خرد شده","گوجه متوسط خرد شده","1","335",""
"پودر سیر به مقدار دلخواه","پودر سیر به مقدار","1","335",""
"دارچین به مقدار دلخواه","دارچین به مقدار","1","335",""
"زردچوبه به مقدار دلخواه","زردچوبه به مقدار","1","335",""
"زعفران به مقدار دلخواه","زعفران به مقدار","1","335",""
"زعفران دم کرده به مقدار دلخواه","زعفران دم کرده به مقدار","1","335",""
"۷۵۰ گرم گوشت مغز ران گوساله","گوشت مغز ران گوساله","1","407",""
"۲ قاشق سوپخوری رب گوجه فرنگی","قاشق سوپخوری رب گوجه فرنگی","1","407",""
"۲ قاشق سوپخوری ادویه","قاشق سوپخوری ادویه","1","407",""
"۲ قاشق سوپخوری لیمو عمانی","قاشق سوپخوری لیمو عمانی","1","407",""
"۷۵۰ گرم گوشت گوسفند یا گوساله، خردشده مکعبی","گوشت گوسفند یا گوساله خردشده مکعبی","1","1053",""
"۷۵۰ گرم بامیه تازه، فقط سرِ سفت آن گرفته شود","بامیه تازه فقط سرِ سفت آن گرفته شود","1","1053",""
"چند حبه سیر، کمی له‌شده","چند سیر  له‌شده","1","1053",""
"۱ عدد بره کامل، تمیز و شسته‌شده","بره کامل تمیز و شسته‌شده","1","1015",""
"۳ عدد جگر بره، ریز خردشده","جگر بره ریز خردشده","1","1015",""
"۱ پیمانه پوست پرتقال خلالی","پوست پرتقال خلالی","1","1015",""
"۲٫۵ قاشق غذاخوری پیاز داغ","٫ پیاز داغ","1","1015",""
"۱٫۵ قاشق غذاخوری خلال بادام","٫ خلال بادام","1","1015",""
"۱٫۵ قاشق غذاخوری خلال پسته","٫ خلال پسته","1","1015",""
"۴ قاشق غذاخوری کره (تقسیم‌شده)","کره (تقسیم‌شده)","1","797",""
"مرغ کامل حدود ۱.۵ کیلوگرم، خرد شده","مرغ کامل حدود . کیلو خرد شده","1","1055",""
"زعفران ساییده و دم‌کرده، ۲ قاشق چای‌خوری","زعفران ساییده و دم‌کرده قاشق چای‌خوری","1","1055",""
"گردو یا بادام آسیاب‌شده، ۳۰۰ گرم","گردو یا بادام آسیاب‌شده","1","1055",""
"۱ فنجان سبزیجات مخلوط (مانند فلفل دلمه‌ای، هویج و نخود فرنگی)","فنجان سبزیجات مخلوط (مانند فلفل دلمه‌ای هویج و نخود فرنگی)","1","315",""
"۱ قاشق چایخوری زنجبیل رنده‌ شده","زنجبیل رنده‌ شده","1","315",""
"۵ قاشق غذاخوری سبزی تازه خردشده (جعفری، ترخون، پیازچه)","سبزی تازه خردشده (جعفری ترخون پیازچه)","1","798",""
"تخم‌مرغ تازه","تخم‌مرغ تازه","1","799",""
"روغن بی‌بو (کانولا یا روغن مایع)","روغن بی‌بو (کانولا یا روغن مایع)","1","799",""
"نمک و فلفل سیاه تازه‌ساب، به میزان لازم","نمک و فلفل سیاه تازه‌ساب","1","801",""
"۱۰۰ گرم مارچوبه، پاک‌شده و خردشده در اندازه لقمه‌ای","مارچوبه پاک‌شده و خردشده در اندازه لقمه‌ای","1","801",""
"۳۵۰ گرم گوشت چرخ‌کرده گوسفند","گوشت چرخ‌کرده گوسفند","1","330",""
"۱.۵ پیمانه گردو خردشده",". گردو خردشده","1","330",""
"۱ پیمانه ماست چکیده زعفرانی","ماست چکیده زعفرانی","1","330",""
"۴ زرده تخم‌مرغ و ۱ عدد تخم‌مرغ کامل","زرده تخم‌مرغ و تخم‌مرغ کامل","1","330",""
"۳ قاشق غذاخوری پیاز رنده شده سرخ‌شده","پیاز رنده شده سرخ‌شده","1","330",""
"ادویه‌جات، زردچوبه و دارچین به میزان لازم","ادویه‌جات زردچوبه و دارچین","1","330",""
"۷۵۰ گرم مرغ، خردشده در اندازه‌های خورشتی","مرغ خردشده در اندازه‌های خورشتی","1","1056",""
"۱۵۰ گرم بادام‌زمینی بدون نمک، کاملاً آسیاب‌شده","بادام‌زمینی بدون نمک کاملاً آسیاب‌شده","1","1056",""
"۱ قاشق چای‌خوری هل آسیاب‌شده","قاشق چای‌خوری هل آسیاب‌شده","1","1056",""
"1 پوند گوشت چرخ کرده یا گوسفندی","پوند گوشت چرخ کرده یا گوسفندی","1","191",""
"2 فنجان سس گوجه‌فرنگی","فنجان سس گوجه‌فرنگی","1","191",""
"2 فنجان پنیر ریکوتا","فنجان پنیر ریکوتا","1","191",""
"1 فنجان پنیر پارمزان رنده شده","فنجان پنیر پارمزان رنده شده","1","191",""
"2 فنجان پنیر موزارلا رنده شده","فنجان پنیر موزارلا رنده شده","1","191",""
"۴۵۰ گرم لوبیا قرمز خشک","لوبیا قرمز خشک","1","1059",""
"۳۰۰ گرم سوسیس، حلقه‌ای یا خردشده","سوسیس حلقه‌ای یا خردشده","1","1059",""
"۱/۲ پیمانه ساقه کرفس، خردشده","/ ساقه کرفس خردشده","1","1059",""
"۴ پیمانه آب (برای پخت لوبیا)","آب (برای پخت لوبیا)","1","1059",""
"۳ پیمانه برنج پخته، برای سرو","برنج پخته برای سرو","1","1059",""
"نان تازه ورقه‌ای","نان تازه ه‌ای","1","759",""
"ژامبون ورقه‌ای","ژامبون ه‌ای","1","759",""
"پنیر ورقه‌ای مخصوص","پنیر ه‌ای مخصوص","1","759",""
"کره یا مایونز","کره یا مایونز","1","759",""
"خیارشور (اختیاری)","خیارشور (اختیاری)","1","759",""
"خمیر پیتزا (۱ عدد، خانگی یا آماده)","خمیر پیتزا ( خانگی یا آماده)","1","932",""
"پیاز سفید ۱ عدد، نازک حلقه‌شده","پیاز سفید نازک حلقه‌شده","1","932",""
"پونه خشک یا سبزی معطر مخلوط ۱ قاشق چای‌خوری","پونه خشک یا سبزی معطر مخلوط قاشق چای‌خوری","1","932",""
"۱ کیلوگرم پیاز سرخ‌شده","کیلو پیاز سرخ‌شده","1","1061",""
"۱ پیمانه سس مایونز، تقسیم‌شده","سس مایونز تقسیم‌شده","1","758",""
"۱ پیمانه کرفس خردشده، تقسیم‌شده","کرفس خردشده تقسیم‌شده","1","758",""
"۲ قاشق غذاخوری آب‌لیمو، تقسیم‌شده","آب‌لیمو تقسیم‌شده","1","758",""
"۲ عدد تخم‌مرغ آب‌پز، ریز خردشده","تخم‌مرغ آب‌پز ریز خردشده","1","758",""
"۵۰ گرم مرغ پخته، ریز خردشده","مرغ پخته ریز خردشده","1","758",""
"۱/۲ پیمانه زیتون خردشده","/ زیتون خردشده","1","758",""
"۱ پیمانه ماست چکیده یا ماست خامه‌ای","ماست چکیده یا ماست خامه‌ای","1","758",""
"۱۵۰ گرم سوسیس سالامی تند، ریز خردشده","سوسیس سالامی تند ریز خردشده","1","758",""
"سس فلفل قرمز به میزان لازم","سس فلفل قرمز","1","758",""
"۹ برش نان تست بدون لبه","برش نان تست بدون لبه","1","758",""
"۱/۲ پیمانه ماءالشعیر ساده","/ ماءالشعیر ساده","1","758",""
"زعفران خشک - 1 قاشق چای خوری","زعفران خشک قاشق چای خوری","1","333",""
"روغن - برای سرخ کردن و پختن","روغن برای سرخ کردن و پختن","1","333",""
"پیاز قرمز","پیاز قرمز","1","806",""
"دو پیمانه برنج باسماتی","دو برنج باسماتی","1","336",""
"یک پیمانه باقلا پوست‌کنده","یک باقلا پوست‌کنده","1","336",""
"یک پیمانه شوید تازه خرد‌شده","یک شوید تازه خرد‌شده","1","336",""
"دو عدد ماهیچه گوسفند","دو ماهیچه گوسفند","1","336",""
"یک پیاز بزرگ خرد‌شده","یک پیاز بزرگ خرد‌شده","1","336",""
"یک قاشق غذاخوری کره","یک کره","1","336",""
"دو قاشق غذاخوری روغن نباتی","دو روغن نباتی","1","336",""
"یک پینچ زعفران، حل شده در دو قاشق غذاخوری آب داغ","یک پینچ زعفران حل شده در دو آب داغ","1","336",""
"چهار پیمانه آب","چهار آب","1","336",""
"۵۶۰ گرم جگر مرغ یا بره، تمیز و پاک‌شده","جگر مرغ یا بره تمیز و پاک‌شده","1","810",""
"۵۰۰ گرم گوشت گوسفند، خردشده","گوشت گوسفند خردشده","1","1064",""
"۱ تا ۲ عدد پیاز، ریز خردشده","تا پیاز ریز خردشده","1","1064",""
"۳۰۰ گرم بامیه، سر و ته گرفته","بامیه سر و ته گرفته","1","1070",""
